experience_level,mouse_id,mean_false_alarm_rate,mean_hit_rate,mean_dprime,mean_false_alarm_rate_engaged,mean_hit_rate_engaged,mean_dprime_engaged,miss_trial_rate
Familiar,447663,0.3230738330472918,0.5078464468903193,0.4852083587012794,0.3960241768550005,0.6182530270314368,0.6140891556700309,0.20807117129131664
Familiar,448900,0.11049191450796676,0.2772368341079824,0.49422242920666254,0.20622258569165725,0.5718594102639445,1.1123392134464174,0.38865135635864545
Familiar,449441,0.16109886195578876,0.4120021320533867,0.7888736608580211,0.18190501471462403,0.5355159969695823,1.1361104914547613,0.27978486211054193
Familiar,450471,0.32644849456106767,0.49282285396966113,0.4358779191864339,0.4108575130195775,0.6037006955329687,0.5700401203293792,0.24383115013243162
Familiar,453913,0.37345370439530473,0.7712061126145631,1.2596589265486915,0.36735664610192437,0.7791932247644625,1.2817179501919662,0.0800755242262403
Familiar,456564,0.1337953201827156,0.2971704791254681,0.4564080307123184,0.2365686707150122,0.7146779875829775,1.3321076983839089,0.3767987634312476
Familiar,456916,0.16094760119679966,0.6619660003054173,1.4815227607272687,0.1569817298931072,0.7144426286113059,1.6377521844256742,0.11170740607241869
Familiar,456917,0.07769147157882411,0.267188181363848,0.718662844239541,0.0724140659687534,0.4640030380575477,0.8601264209626894,0.49394481575678717
Familiar,457766,0.1682616744299414,0.2257888129101593,-0.10161695646267155,0.4803030303030303,0.6111158501143578,0.4204101352641871,0.4216753463203643
Familiar,459773,0.2140848777686384,0.7277192233082225,1.5152102255712752,0.23403881920799038,0.7809487419548375,1.6067616920911654,0.12386950584643847
Familiar,459777,0.08201319985520905,0.46766249613631306,1.2876676930891708,0.0916929521096187,0.5791074979084552,1.6000547883397402,0.3397500626633724
Familiar,467302,0.28596539186982056,0.48853475771811733,0.5060615774800452,0.4090175706152909,0.7262050830009606,0.9096375565804313,0.28492203171183955
Familiar,468866,0.4360414822120918,0.6996716611929438,0.7626008876501875,0.5215116864448158,0.7656543820658057,0.6917463222325408,0.08961194486019501
Familiar,479426,0.2880754358761422,0.6926296705850589,1.1950978475286895,0.2973518086816587,0.7077817698399409,1.2173304554912832,0.11149373014088626
Familiar,495789,0.14759302613819414,0.1935509573324206,0.08529931523873699,0.3655677655677655,0.5503572348009972,0.5101016190911768,0.47211529480833125
Familiar,523927,0.13719295615383892,0.23598718581272682,-0.00016076958864445073,0.2729741019214703,0.6641732716105135,1.0328361256095102,0.48519710611398664
Familiar,524274,0.4001214361497911,0.5113992199107216,0.2830977460091575,0.4291857525190858,0.5042120801669864,0.18464050645131827,0.11710287004323605
Familiar,533527,0.2574114441343864,0.28298719058144667,-0.04212162278490623,0.5009211098232397,0.5144952217358071,0.013626702878161194,0.3842281991206807
Familiar,538219,0.4168854809434665,0.5170407656982442,0.3096590653875396,0.4052899596377857,0.49675836850045946,0.30025819120468766,0.15066976275323476
Familiar,544261,0.21547271560909795,0.42064904634957734,0.6167295815891188,0.42779355828378024,0.691247242080653,0.8280212959898865,0.3018821284880479
Familiar,546819,0.2212687150524729,0.320320718432117,0.3934463458801189,0.3242356717356717,0.4075349728479428,0.2685890818943519,0.21241873855436855
Familiar,549976,0.2621983353388971,0.3278043088419244,0.06991040595208974,0.6301896167673249,0.7841511742293354,0.48399068026185377,0.4489782944224729
Novel 1,403491,0.067682530054979,0.0109720740058027,-0.6859141966004684,,,,0.8765432098765432
Novel 1,412036,0.2410328012179864,0.5755366893467753,0.9371263733924384,0.2676934176934176,0.7495907381688044,1.3222974859601826,0.17196531791907516
Novel 1,412366,0.3582963835681227,0.5124975082492916,0.3076599906029852,0.2984330484330484,0.4653553739779136,0.4299229254591444,0.10013351134846461
Novel 1,421136,0.2071630371983729,0.3448868334100458,0.3521506964528332,0.31,0.671235233522875,0.9607536103642312,0.25815217391304346
Novel 1,423606,0.1257178224187021,0.2632232862974014,0.1810670430208618,0.2683006535947712,0.734487611671274,1.2881305848211313,0.4537205081669691
Novel 1,425493,0.134342651076522,0.8813689005676687,2.430998779613847,0.1351235157402558,0.8966013187803195,2.4806634935297134,0.056532663316582916
Novel 1,425496,0.3799555671215976,0.7609431035800407,1.2615158639385804,0.4342819327286782,0.8956116456582772,1.595603862024019,0.13050075872534142
Novel 1,429952,0.0715140682780276,0.0130244886307455,-0.7194327172146157,,,,0.7894736842105263
Novel 1,431023,0.1990786547495812,0.3816419024790801,0.4018514291091308,0.5351051329622759,0.8863730922016589,1.1302532251829056,0.38095238095238093
Novel 1,431252,0.2635493244297231,0.4702400649032217,0.5103616374534305,0.3835900006855888,0.7493254954865138,0.9867646109440228,0.2923076923076923
Novel 1,436662,0.1768802480199539,0.3808346359252229,0.694131636401824,0.0790508103008102,0.360507944437654,1.1326171293454952,0.2539936102236422
Novel 1,440298,0.1503148074148074,0.7389115106206725,1.8577223302203696,0.1599974743022871,0.8034772875179985,2.0398787605153323,0.12558139534883722
Novel 1,442709,0.3700978741962348,0.8660895030671698,1.480167706029039,0.3689164103869986,0.8661059196156581,1.48566598862223,0.026284348864994027
Novel 1,445002,0.2794778694587855,0.8145804507198698,1.715109909910509,0.3590214906621156,0.8985215388760684,1.687139474631991,0.11596385542168675
Novel 1,447663,0.0714018630941707,0.6112702346769849,1.7849076691234176,0.0691280638001949,0.8514371990200817,2.6342927100390767,0.2766355140186916
Novel 1,448900,0.127564528228245,0.3676525882367465,0.825163921793259,0.1546232537303965,0.4904124206835496,1.058434460059818,0.40234375
Novel 1,449441,0.1132021949032258,0.2951113417861901,0.7284250703082406,0.1438708634360808,0.3495819283805845,0.8246293328973275,0.30064308681672025
Novel 1,450471,0.0700644233872081,0.701253932495193,2.079400407149827,0.0607468624056301,0.6953205506426614,2.1190554611827137,0.11363636363636363
Novel 1,453913,0.3980389682002584,0.958581997681196,2.0683765989491723,0.399089768426785,0.961138069321734,2.0752108644497174,0.008771929824561403
Novel 1,456564,0.0966746854848459,0.1139769128517582,-0.1136534520071482,,0.5083333333333333,,0.5108303249097473
Novel 1,456916,0.3043904925483873,0.7788519203358223,1.4783626839225823,0.3659259600049073,0.8520874272827275,1.5361473219321038,0.08462455303933254
Novel 1,456917,0.088454214661601,0.2241528118851445,0.6953022154945202,0.1517141051039356,0.327596506170506,0.7150933372408371,0.45935727788279773
Novel 1,457766,0.3419797392623479,0.913473149329813,1.8579246037771504,0.3125553788175147,0.931943174413268,2.016823184575633,0.013541666666666667
Novel 1,459773,0.3556614627202862,0.900213283152047,1.9371462895227691,0.3592966844982974,0.9001888857232592,1.9315593282977583,0.04637336504161712
Novel 1,459777,0.0804046297023825,0.0940136025948863,-0.4683004314462244,,0.7034659784659787,,0.6896551724137931
Novel 1,467302,0.1748724144072981,0.6756631144038358,1.6226581481512534,0.2601157346055305,0.9074546948309896,2.039397163393243,0.0899581589958159
Novel 1,468866,0.362400758073835,0.5173175735765001,0.3701792231675729,0.6510083666333666,0.7798158640963622,0.4010160199641553,0.215625
Novel 1,479426,0.0966778675869585,0.7992048951800622,2.2461395167844067,0.0958833219249886,0.8009280335814754,2.257511736579976,0.05084745762711865
Novel 1,495789,0.0747524355401067,0.3125967818491377,0.5770820205209307,0.1601641414141414,0.685577831480459,1.5647714799110557,0.36551724137931035
Novel 1,523927,0.1078700135842992,0.2492803651578756,0.202297639090955,0.3189177489177489,0.7839328110885713,1.3268306139178652,0.4275618374558304
Novel 1,524274,0.0656385530637027,0.0607028596604631,-0.0736051646086032,,,,0.5152091254752852
Novel 1,533527,0.1241215019350067,0.1986231778914048,0.1365791385062687,0.1144191080237592,0.3578467012770423,0.8634952088166524,0.444015444015444
Novel 1,538219,0.2122387146751553,0.6497870105506368,1.3412858414287536,0.2427534159388998,0.6752395935924174,1.1875765962160223,0.13986928104575164
Novel 1,544261,0.0774618257257146,0.5080258441457725,1.5437508429961226,0.0897166547516197,0.4565344176518984,1.35639794143854,0.11141678129298486
Novel 1,546819,0.1660087813421147,0.3924443735247572,0.7486263485252199,0.2284472284472284,0.4394851029563854,0.6350525343851888,0.1622340425531915
Novel 1,549976,0.2474361083361083,0.4538161968683686,0.5152655307682296,0.4675349132976251,0.8243902668005485,1.0129938122243354,0.23736600306278713
Novel >1,403491,0.39885556973386826,0.6165659172108555,0.6985248604535726,0.5221299885901598,0.8714314295871709,1.1215516317663112,0.22359908757877356
Novel >1,412036,0.2813184267312708,0.7471203712552806,1.4141699803445174,0.3044273650113066,0.7617770978614724,1.3320699920822447,0.10148849797023005
Novel >1,412366,0.423514249894618,0.5377892438339901,0.2890957384793868,0.3764970801556166,0.4959599166746767,0.323583937859488,0.09536423841059603
Novel >1,421136,0.3274848938095722,0.6809663580494719,1.1496344906316862,0.37469722764438207,0.7857817410072339,1.2812628295508015,0.09034668269561848
Novel >1,423606,0.15259424797479754,0.544688988477722,1.2903159688011072,0.23385267322396194,0.8466781848867548,1.9656419216005332,0.2963397683517727
Novel >1,425493,0.17223343766660326,0.6937134935931515,1.6517228322292568,0.1804726603824817,0.7181121979817567,1.672466160177307,0.10719555724843932
Novel >1,425496,0.1923890971571383,0.9224592621752876,2.4214716092481803,0.1788297903787034,0.9290322444101726,2.483927131268488,0.02091503267973856
Novel >1,429952,0.059485639563523734,0.011892460824256134,-0.6359470063482232,,,,0.8691504694737137
Novel >1,431023,0.0988103149917065,0.3412395946125606,0.5765820968084329,0.17251531084544036,0.6565968363958627,1.4961362681247339,0.3614185110663984
Novel >1,431252,0.20478718764071807,0.4650862618755473,0.8092277930643552,0.3952072319564069,0.7969255075445552,1.3686907298977475,0.257882553282069
Novel >1,436662,0.24096882351409366,0.4048479282818443,0.4662903774726107,0.285677062900509,0.4942912600912738,0.392635020452729,0.18144640551011623
Novel >1,440298,0.1634014097881285,0.7588193541071924,1.8336968958771744,0.2016940313572437,0.8089002064815923,1.7902243699127889,0.1564748201438849
Novel >1,442709,0.2073360843949079,0.771010395779362,1.7036029709866245,0.2518387231455413,0.8315365943600458,1.7174468465616963,0.11641791044776119
Novel >1,445002,0.2346438313970781,0.8129511294400835,1.6856955671975875,0.2354840341566005,0.8135565377321745,1.686448060624406,0.05471956224350205
Novel >1,445270,0.14470857875757887,0.2300485793813638,0.19024328270200133,0.2919736185167909,0.5017947564484825,0.7277120363964305,0.4537824276894728
Novel >1,447663,0.1083429377260546,0.3206312780299447,0.2306161402928628,0.1741956241956242,0.9131703681632758,2.553901481511589,0.45384615384615384
Novel >1,448900,0.08071207488928336,0.0944941789579203,-0.014014074953307925,0.0409270216962524,0.2245498754119443,0.9645406799876752,0.5372098137661342
Novel >1,449441,0.16288680765702376,0.300191417259003,0.4465616134531377,0.17189612421523365,0.34798489062771504,0.5510293121743403,0.28593749999999996
Novel >1,450471,0.1465857089770133,0.5926560469575076,1.389807512671435,0.1497305298867798,0.6019700966228269,1.4155292622680602,0.1111111111111111
Novel >1,453913,0.20733108668785594,0.8394596194439772,2.155634968449806,0.2339883473262435,0.917362313546036,2.3410145097877604,0.12550809198986987
Novel >1,456564,0.09251951313215907,0.17503852454323449,-0.0058570656224162165,0.21456175518381967,0.6994382818720757,1.4862044114814115,0.46449284419030007
Novel >1,456916,0.2235574381613986,0.7670368516356763,1.6342582426214407,0.2373640363309784,0.8800605636442169,1.9646931100596192,0.07467204843592332
Novel >1,456917,0.0957695678554574,0.3600868538735468,1.0238138739571618,0.1223841744675078,0.4087281594948201,1.082026675827389,0.34790874524714827
Novel >1,457766,0.2626184668045133,0.5904980320433539,0.981232455284786,0.2831527882548291,0.6311678811778284,1.0767901569766851,0.11757105943152454
Novel >1,459773,0.13404443185144935,0.9044337532220661,2.572429219397222,0.1363308808568936,0.9056002606948623,2.557202722840351,0.016763041389110202
Novel >1,459777,0.1189998126368402,0.3801539738924165,0.726421616917568,0.1263622754655812,0.5761597457582642,1.5488241914467047,0.38793765476600944
Novel >1,467302,0.4308090232618534,0.9139932703354872,1.6232248478952669,0.448453540761233,0.935693204834234,1.6637605900699628,0.0056406124093473006
Novel >1,468866,0.1913707729692859,0.3987170082329965,0.4353154421228767,0.3883415435139573,0.835941557191548,1.2851751435565355,0.3278985507246377
Novel >1,479426,0.2897328407256108,0.819899925118776,1.71997872466138,0.31542944118606153,0.8788991967618156,1.8766238188535895,0.10250329115959361
Novel >1,495789,0.4213450101300569,0.65155918864391,0.7247115568992527,0.565564577266705,0.7756398810719755,0.6235967736332272,0.1292517006802721
Novel >1,523927,0.1772828872177406,0.2645809586397905,0.0589512082604612,0.2879477540003855,0.4401991373883385,0.3287464212898332,0.3811252268602541
Novel >1,524274,0.6521284074475564,0.7514446970780608,0.1699750454579154,0.5367544936038087,0.7538087582168683,0.5082363575757023,0.05203045685279188
Novel >1,533527,0.1789764156196721,0.3686492523825714,0.3733930014552503,0.4346358250513179,0.7621394123541382,0.8780090672012377,0.3625543634236263
Novel >1,538219,0.42550210396838306,0.6308886293547078,0.5369972431870251,0.49054775725005983,0.7030915056230964,0.554918606169224,0.14944333792962566
Novel >1,544261,0.2394032463714979,0.40171096820070434,0.44729717443506767,0.33483199004351727,0.5385334788764232,0.5542523253489146,0.27283984550744145
Novel >1,546819,0.2406446313883022,0.2514203357544196,0.1306759352528982,0.6752645502645502,0.5023427716074774,-0.4688504329015518,0.358814352574103
Novel >1,549976,0.531771800429989,0.8568605272447183,0.9925921188901239,0.4975200094324518,0.8291803590926006,0.9700997570238545,0.02678598061148397
