ophys_experiment_id,behavior_session_id,ophys_session_id,ophys_container_id,mouse_id,indicator,full_genotype,driver_line,cre_line,reporter_line,sex,age_in_days,imaging_depth,targeted_structure,targeted_imaging_depth,imaging_plane_group,project_code,session_type,session_number,image_set,behavior_type,passive,experience_level,prior_exposures_to_session_type,prior_exposures_to_image_set,prior_exposures_to_omissions,date_of_acquisition,equipment_name,published_at,isi_experiment_id,file_id
850479305,849651275,849597937,846215539,445002,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,99,375,VISp,375,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,13,2,43566.52211,CAM2P.3,25-03-21 0:00,828776452,1671
851060467,850989832,850959102,846215539,445002,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,100,375,VISp,375,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,3,43567.56282,CAM2P.3,25-03-21 0:00,828776452,1672
852691524,852451567,852326785,846215539,445002,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,104,375,VISp,375,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,2,5,43571.51721,CAM2P.3,25-03-21 0:00,828776452,1673
855582961,855200229,855083235,846215539,445002,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),M,110,375,VISp,375,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,1,3,7,43577.37608,CAM2P.3,25-03-21 0:00,828776452,1674
1083296280,1083217187,1083188691,1081683701,549976,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,170,275,VISp,275,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,14,0,44238.51658,CAM2P.4,12-08-21 0:00,1059649397,1725
1083518258,1083433827,1083397632,1081683701,549976,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,171,275,VISp,275,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,15,1,44239.44498,CAM2P.4,12-08-21 0:00,1059649397,1726
1084795752,1084412566,1084385630,1081683701,549976,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,176,275,VISp,275,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,1,17,3,44244.40132,CAM2P.4,12-08-21 0:00,1059649397,1727
1085000574,1084914230,1084882685,1081683701,549976,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,177,275,VISp,275,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,4,44245.40191,CAM2P.4,12-08-21 0:00,1059649397,1728
1085229176,1085106649,1085083564,1081683701,549976,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,178,275,VISp,275,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,0,1,5,44246.46092,CAM2P.4,12-08-21 0:00,1059649397,1729
1085816655,1085690095,1085675084,1081683701,549976,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,181,275,VISp,275,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,2,6,44249.40442,CAM2P.4,12-08-21 0:00,1059649397,1730
1086048031,1085981495,1085943021,1081683701,549976,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,182,275,VISp,275,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,1,3,7,44250.48474,CAM2P.4,12-08-21 0:00,1059649397,1731
938003662,937783930,937364655,929913236,468866,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,139,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,1,15,1,43711.54242,CAM2P.4,25-03-21 0:00,885422294,1832
940352989,940017421,939524851,929913236,468866,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,141,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,3,17,3,43713.54553,CAM2P.4,25-03-21 0:00,885422294,1833
943134119,942562699,942384133,929913236,468866,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,146,175,VISp,175,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,19,5,43718.47148,CAM2P.4,25-03-21 0:00,885422294,1834
945473009,944950609,944810835,929913236,468866,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,148,175,VISp,175,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,20,6,43720.45635,CAM2P.4,25-03-21 0:00,885422294,1835
947716576,947311015,946951902,929913236,468866,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,152,175,VISp,175,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,1,21,7,43724.49872,CAM2P.4,25-03-21 0:00,885422294,1836
948507789,948206919,948090163,929913236,468866,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,153,175,VISp,175,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,2,22,8,43725.45626,CAM2P.4,25-03-21 0:00,885422294,1837
950833329,950157787,949209988,929913236,468866,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,155,175,VISp,175,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,10,43727.47521,CAM2P.4,25-03-21 0:00,885422294,1838
953443028,952746230,952434025,929913236,468866,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,159,175,VISp,175,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,1,11,43731.43414,CAM2P.4,25-03-21 0:00,885422294,1839
958435448,954120560,954958035,929913236,468866,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,160,175,VISp,175,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,0,2,12,43732.45208,CAM2P.4,25-03-21 0:00,885422294,1840
960957793,960834330,960749169,957024596,467302,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,173,290,VISp,290,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,1,27,1,43741.59317,CAM2P.5,25-03-21 0:00,894191516,1873
961283857,961246494,961226856,957024596,467302,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,174,290,VISp,290,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,0,28,2,43742.6245,CAM2P.5,25-03-21 0:00,894191516,1874
962471831,962346335,962206869,957024596,467302,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,177,290,VISp,290,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,29,3,43745.60792,CAM2P.5,25-03-21 0:00,894191516,1875
965228792,965034185,964912357,957024596,467302,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,180,290,VISp,290,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,6,43748.48662,CAM2P.5,25-03-21 0:00,894191516,1876
965930965,965727499,965615627,957024596,467302,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,181,290,VISp,290,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,0,1,7,43749.53123,CAM2P.5,25-03-21 0:00,894191516,1877
967005387,966765494,966603493,957024596,467302,GCaMP6f,Sst-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Sst-IRES-Cre'],Sst-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),M,184,290,VISp,290,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,2,8,43752.53867,CAM2P.5,25-03-21 0:00,894191516,1878
775614751,775378326,775289198,782536745,403491,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,160,375,VISp,375,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,1,44,5,43412.47369,CAM2P.5,25-03-21 0:00,730814230,1905
778644591,778166125,778015591,782536745,403491,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,165,375,VISp,375,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,2,47,8,43417.43332,CAM2P.5,25-03-21 0:00,730814230,1906
788490510,788017709,787661032,782536745,403491,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,181,375,VISp,375,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,1,5,17,43433.39789,CAM2P.5,25-03-21 0:00,730814230,1907
796106850,796032489,796018019,782536745,403491,GCaMP6f,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/wt,"['Slc17a7-IRES2-Cre', 'Camk2a-tTA']",Slc17a7-IRES2-Cre,Ai93(TITL-GCaMP6f),F,197,375,VISp,375,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,2,9,24,43449.41187,CAM2P.5,25-03-21 0:00,730814230,1908
1052609309,1052517136,1052482256,1051327176,523927,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,192,175,VISp,175,,VisualBehavior,OPHYS_1_images_A,1,A,active_behavior,FALSE,Familiar,0,51,0,44098.41985,CAM2P.4,25-03-21 0:00,1027751748,1909
1053605418,1053566913,1053465359,1051327176,523927,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,197,175,VISp,175,,VisualBehavior,OPHYS_3_images_A,3,A,active_behavior,FALSE,Familiar,0,53,2,44103.45066,CAM2P.4,25-03-21 0:00,1027751748,1910
1053774037,1053736358,1053696498,1051327176,523927,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,198,175,VISp,175,,VisualBehavior,OPHYS_2_images_A_passive,2,A,passive_viewing,TRUE,Familiar,1,54,3,44104.46732,CAM2P.4,25-03-21 0:00,1027751748,1911
1053997501,1053932830,1053882120,1051327176,523927,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,199,175,VISp,175,,VisualBehavior,OPHYS_4_images_B,4,B,active_behavior,FALSE,Novel 1,0,0,4,44105.45223,CAM2P.4,25-03-21 0:00,1027751748,1912
1054266228,1054133730,1054092300,1051327176,523927,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,200,175,VISp,175,,VisualBehavior,OPHYS_5_images_B_passive,5,B,passive_viewing,TRUE,Novel >1,0,1,5,44106.41541,CAM2P.4,25-03-21 0:00,1027751748,1913
1054813047,1054723429,1054703410,1051327176,523927,GCaMP6f,Vip-IRES-Cre/wt;Ai148(TIT2L-GC6f-ICL-tTA2)/wt,['Vip-IRES-Cre'],Vip-IRES-Cre,Ai148(TIT2L-GC6f-ICL-tTA2),F,203,175,VISp,175,,VisualBehavior,OPHYS_6_images_B,6,B,active_behavior,FALSE,Novel >1,0,2,6,44109.4676,CAM2P.4,25-03-21 0:00,1027751748,1914
